DMV1,DMV2,DMV3,VIN
A19,70,8193,0483
A19,70,8351,2455
A19,70,8395,5534
A19,70,8445,2796
A19,70,8456,1083
A19,70,8648,2589
A19,70,8696,3385
A19,70,8696,8796
A19,70,8700,5740
A19,70,8798,9417
A19,70,8798,5156
A19,70,9019,4758
A19,70,9101,4337
A19,70,9101,5683
A19,70,9271,0032
A19,70,9271,1913
A19,70,9344,8269
A19,70,9724,8482
A19,70,9724,4946
A19,70,9761,4999
A19,71,0189,2786
A19,71,0189,2879
A19,71,0243,6704
A19,71,0271,3036
A19,71,0377,0749
A19,71,0377,2803
A19,71,0384,1220
A19,71,0552,4300
A19,71,0554,9424
A19,71,0864,2954
A19,71,0864,5523
A19,71,0864,2796
A19,71,1007,8288
A19,71,1013,2671
A19,71,1023,5463
A19,71,1295,3247
A19,71,1301,85AB
A19,71,1301,5286
A19,71,1301,4901
A19,71,1921,9710
A19,71,2151,5592
A19,71,2329,4232
A19,71,2330,4608
A19,71,2330,4232
A19,71,2454,2305
A19,71,2484,4150
A19,71,2552,4521
A19,71,2599,8042
A19,71,2607,4956
A19,71,2630,3223
A19,71,2630,5165
A19,71,2957,3226
A19,71,2957,8078
A19,71,3106,5860
A19,71,3106,9533
A19,71,3207,6505
A19,71,3537,2928
A19,71,3796,2329
A19,71,3873,5797
A19,71,4007,4583
A19,71,4127,2875
A19,71,4127,7875
A19,71,4390,8535
A19,71,4594,6546
A19,71,4762,1480
A19,71,4974,2242
A19,71,4974,0315
A19,71,5268,6539
A19,71,5268,1085
A19,71,5283,9188
A19,71,5283,7853
A19,71,5296,2899
A19,71,5361,4253
A19,71,5361,5133
A19,71,5411,9173
A19,71,5445,2459
A19,71,5605,0495
A19,71,5747,4271
A19,71,5844,5627
A19,71,5844,5764
A19,71,5957,7798
A19,71,6057,9656
A19,71,7122,8401
A19,71,7199,0199
A19,71,7199,4463
A19,71,7242,2704
A19,71,8057,7739
A19,71,8630,7383
A19,71,8798,5404
A19,71,9070,5920
A19,71,9418,3549
A19,72,0036,5229
A19,72,0107,1490
A19,72,0399,6973
A19,72,0961,6036
A19,72,1073,7124
A19,72,1073,1802
A19,72,1252,8505
A19,72,1340,3691
A19,72,1728,9000
A19,72,1969,5212
A19,72,2223,8664
A19,72,2301,9648
A19,72,2335,7808
A19,72,2374,4309
A19,72,2544,2601
A19,72,2544,5543
A19,72,2939,1893
A19,72,3172,2645
A19,72,3231,8690
A19,72,3484,0309
A19,72,3562,0009
A19,72,3562,0009
A19,72,3655,0677
A19,72,3675,9890
A19,72,3676,0848
A19,72,3797,5041
A19,72,3853,0989
A19,72,3853,2020
A19,72,3853,4810
A19,72,3962,6475
A19,72,4167,9497
A19,72,4184,0736
A19,72,4184,1909
A19,72,4195,2876
A19,72,4277,5793
A19,72,4277,7092
A19,72,4401,0412
A19,72,4810,2386
A19,72,4917,5254
A19,72,4950,0947
A19,72,4950,4934
A19,72,5083,0815
A19,72,5083,8851
A19,72,5096,1420
A19,72,5127,4002
A19,72,5192,5658
A19,72,5196,8214
A19,72,5199,1597
A19,72,5199,1849
A19,72,5332,9485
A19,72,5332,9977
A19,72,5467,5020
A19,72,5518,1596
A19,72,5644,2905
A19,72,6015,9927
A19,72,6121,0887
A19,72,6296,6007
A19,72,6296,0603
A19,72,6421,2295
A19,72,6421,6178
A19,72,6789,5680
A19,72,6809,7690
A19,72,6815,0160
A19,72,6841,3140
A19,72,6870,4588
A19,72,7127,8198
A19,72,7127,4940
A19,72,7193,7357
A19,72,7212,5204
A19,72,7212,5204
A19,72,7218,0458
A19,72,7310,4386
A19,72,7421,5173
A19,72,7608,5613
A19,72,7648,8715
A19,72,7904,2633
A19,72,7916,2691
A19,72,8007,1534
A19,72,8043,4530
A19,72,8084,0074
A19,72,8084,1894
A19,72,8256,7814
A19,72,8256,4350
A19,72,8454,1663
A19,72,8454,1663
A19,72,8508,0335
A19,72,8547,4127
A19,72,8559,7481
A19,72,8640,7707
A19,72,8663,6310
A19,72,8755,5709
A19,72,8948,4297
A19,72,9091,3990
A19,72,9091,5609
A19,72,9125,6501
A19,72,9144,0305
A19,72,9151,7515
A19,72,9357,8964
A19,72,9508,3661
A19,72,9508,9237
A19,73,0323,2588
A19,73,0452,5760
A19,73,0467,7068
A19,73,0500,6668
A19,73,0500,3538
A19,73,0593,1566
A19,73,0666,9249
A19,73,0877,1909
A19,73,0972,9132
A19,73,1117,5465
A19,73,1138,4375
A19,73,1160,2987
A19,73,1160,4194
A19,73,1223,8381
A19,73,1377,8767
A19,73,1596,3969
A19,73,1789,0478
A19,73,1814,8936
A19,73,1818,2686
A19,73,1842,9598
A19,73,1899,7684
A19,73,1921,9675
A19,73,1937,5905
A19,73,2004,6216
A19,73,2393,6157
A19,73,2592,5407
A19,73,2607,6418
A19,73,2651,9787
A19,73,2659,6302
A19,73,2768,2112
A19,73,2768,2674
A19,73,2792,6739
A19,73,2937,6860
A19,73,2997,9685
A19,73,3122,7283
A19,73,3150,8438
A19,73,3192,7128
A19,73,3192,7591
A19,73,3315,2960
A19,73,3339,0470
A19,73,3350,6505
A19,73,3567,1718
A19,73,3605,0838
A19,73,3605,7994
A19,73,3651,1633
A19,73,3669,8386
A19,73,3669,4726
A19,73,3721,7236
A19,73,3749,1969
A19,73,3954,2583
A19,73,4138,2229
A19,73,4187,1627
A19,73,4198,5728
A19,73,4389,1291
A19,73,4451,7654
A19,73,4561,6021
A19,73,4571,1303
A19,73,4572,1303
A19,73,4695,8100
A19,73,4721,4817
A19,73,5188,2022
A19,73,5219,5778
A19,73,5328,8105
A19,73,5328,5127
A19,73,5328,7626
A19,73,5385,4022
A19,73,5558,4810
A19,73,5572,8537
A19,73,5572,2484
A19,73,5603,1904
A19,73,5931,3547
A19,73,6576,9420
A19,73,6871,3926
A19,73,7003,7650
A19,73,7021,1171
A19,73,7021,8086
A19,73,7080,1358
A19,73,7106,4770
A19,73,7136,0178
A19,73,7175,8651
A19,73,7232,3991
A19,73,7234,7870
A19,73,7370,9278
A19,73,7370,2915
A19,73,7383,9213
A19,73,7474,1077
A19,73,7549,0600
A19,73,7576,0190
A19,73,7662,5777
A19,73,7662,3511
A19,73,7671,5353
A19,73,7801,2992
A19,73,8059,4862
A19,73,8070,2921
A19,73,8197,3427
A19,73,8237,5113
A19,73,8245,9554
A19,73,8346,7145
A19,73,8517,2596
A19,73,8633,5540
A19,73,8783,2875
A19,73,8804,4915
A19,73,8887,2181
A19,73,9009,3981
A19,73,9034,7634
A19,73,9089,7500
A19,73,9180,7287
A19,73,9223,4583
A19,73,9455,6840
A19,73,9639,3252
A19,73,9657,5723
A19,73,9813,1379
A19,73,9859,9467
A19,73,9938,7281
A19,73,9938,4400
A19,74,0139,4786
A19,74,0322,4645
A19,74,0360,4596
A19,74,0494,0885
A19,74,0510,1008
A19,74,1076,9352
A19,74,1167,9323
A19,74,1355,0927
A19,74,1372,0870
A19,74,1390,8492
A19,74,1430,0370
A19,74,1615,8504
A19,74,1684,3555
A19,74,1721,0330
A19,74,1767,1510
A19,74,1767,3479
A19,74,1835,3183
A19,74,1887,9569
A19,74,1911,1387
A19,74,1921,3961
A19,74,1921,7667
A19,74,2113,1432
A19,74,2149,7381
A19,74,2149,1938
A19,74,2340,7965
A19,74,2404,8692
A19,74,2444,4806
A19,74,2483,3574
A19,74,2498,5127
A19,74,2583,5301
A19,74,2753,0163
A19,74,2943,9189
A19,74,3241,6984
A19,74,3418,4041
A19,74,3668,1915
A19,74,3794,1713
A19,74,3849,0361
A19,74,3877,4157
A19,74,3895,1604
A19,74,3895,5121
A19,74,3895,4914
A19,74,4354,8545
A19,74,4354,3908
A19,74,4373,1959
A19,74,4373,4206
A19,74,4506,1261
A19,74,4630,4300
A19,74,4630,1627
A19,74,4736,3014
A19,74,5010,8659
A19,74,5081,6400
A19,74,5139,0819
A19,74,5139,8745
A19,74,5336,3532
A19,74,5409,5427
A19,74,5409,3285
A19,74,5568,6309
A19,74,5633,0652
A19,74,5641,7049
A19,74,5644,1260
A19,74,5720,2324
A19,74,6050,1436
A19,74,6225,5936
A19,74,6273,3419
A19,74,6484,7310
A19,74,6484,8073
A19,74,6580,3813
A19,74,6580,9987
A19,74,6671,6290
A19,74,6671,4446
A19,74,6951,1364
A19,74,6978,2893
A19,74,6978,8518
A19,74,7046,8640
A19,74,7106,0140
A19,74,7221,3396
A19,74,7239,7801
A19,74,7300,9193
A19,74,7332,7531
A19,74,7406,1769
A19,74,7445,4801
A19,74,7532,8657
A19,74,7533,8397
A19,74,7533,2304
A19,74,7663,9723
A19,74,7663,8418
A19,74,7663,7441
A19,74,7759,2315
A19,74,7811,6917
A19,74,7848,6198
A19,74,8050,1282
A19,74,8211,2504
A19,74,8391,2390
A19,74,8395,9012
A19,74,8395,5750
A19,74,8419,7917
A19,74,8499,3255
A19,74,8536,0488
A19,74,8538,8617
A19,74,8538,0247
A19,74,8655,7547
A19,74,8655,3246
A19,74,8669,1840
A19,74,8669,8035
A19,74,8762,7077
A19,74,8787,7503
A19,74,8819,0776
A19,74,8832,1022
A19,74,8874,7720
A19,74,8877,9228
A19,74,9012,8819
A19,74,9093,6127
A19,74,9125,7044
A19,74,9125,0533
A19,74,9362,8423
A19,74,9405,6095
A19,74,9490,9484
A19,74,9491,3459
A19,74,9764,4116
A19,74,9873,6900
A19,74,9930,8087
A19,74,9933,3941
A19,75,0097,8963
A19,75,0109,3094
A19,75,0216,3399
A19,75,0217,3399
A19,75,0474,4799
A19,75,0474,5091
A19,75,0523,0379
A19,75,0617,3797
A19,75,0646,5164
A19,75,0697,4621
A19,75,0708,8541
A19,75,0724,0790
A19,75,1219,1840
A19,75,1294,0506
A19,75,1636,0618
A19,75,1718,6181
A19,75,1818,9086
A19,75,1895,7220
A19,75,1919,4772
A19,75,2069,4201
A19,75,2156,1469
A19,75,2156,4300
A19,75,2222,3919
A19,75,2223,2743
A19,75,2238,2046
A19,75,2487,8037
A19,75,2488,8037
A19,75,2530,8934
A19,75,2553,0175
A19,75,2654,2576
A19,75,2657,7180
A19,75,2667,8512
A19,75,2849,1452
A19,75,2865,1885
A19,75,3068,8868
A19,75,3075,0813
A19,75,3369,6714
A19,75,3450,2545
A19,75,3482,3676
A19,75,3482,1294
A19,75,3524,6200
A19,75,3548,2204
A19,75,3863,4406
A19,75,3866,6874
A19,75,3890,3774
A19,75,3971,1251
A19,75,3978,3760
A19,75,4012,0076
A19,75,4207,4995
A19,75,4396,6934
A19,75,4527,9233
A19,75,4539,5242
A19,75,4539,4320
A19,75,4684,0298
A19,75,4689,1105
A19,75,4732,7378
A19,75,4967,9609
A19,75,4971,9682
A19,75,4971,1105
A19,75,5123,7981
A19,75,5123,2649
A19,75,5288,1368
A19,75,5288,0020
A19,75,5404,6627
A19,75,5614,7619
A19,75,5665,8249
A19,75,5841,4451
A19,75,6053,1949
A19,75,6053,2918
A19,75,6053,6310
A19,75,6069,1713
A19,75,6083,7398
A19,75,6089,0955
A19,75,6144,0472
A19,75,6172,0540
A19,75,6180,3317
A19,75,6263,3266
A19,75,6263,2040
A19,75,6400,7143
A19,75,6400,8634
A19,75,6401,3741
A19,75,6445,1365
A19,75,6586,4971
A19,75,6619,3021
A19,75,6619,2922
A19,75,6668,0093
A19,75,6866,7120
A19,75,6922,3981
A19,75,6951,6656
A19,75,6951,1877
A19,75,6998,5780
A19,75,7024,8870
A19,75,7148,6289
A19,75,7268,1833
A19,75,7269,2462
A19,75,7402,0148
A19,75,7496,3253
A19,75,7585,1777
A19,75,7652,0891
A19,75,7739,3229
A19,75,7947,8685
A19,75,8270,3973
A19,75,8270,6015
A19,75,8420,3294
A19,75,8564,3004
A19,75,8963,9102
A19,75,9086,1774
A19,75,9385,7717
A19,75,9556,5766
A19,76,0132,2994
A19,76,0200,6935
A19,76,0200,0810
A19,76,0657,7590
A19,76,0657,8668
A19,76,0657,5022
A19,76,0720,8859
A19,76,0808,5998
A19,76,0942,0842
A19,76,0942,8191
A19,76,1272,3738
A19,76,1496,3947
A19,76,1755,7968
A19,76,1778,8282
A19,76,1778,6034
A19,76,1788,9685
A19,76,1944,3703
A19,76,2097,4390
A19,76,2198,0756
A19,76,2198,1408
A19,76,2312,8476
A19,76,2529,5603
A19,76,2529,2925
A19,76,2615,1396
A19,76,2660,2700
A19,76,2675,6938
A19,76,2803,6839
A19,76,2804,6839
A19,76,2835,8708
A19,76,3092,9373
A19,76,3092,8854
A19,76,3097,6061
A19,76,3097,2225
A19,76,3187,5198
A19,76,3240,0402
A19,76,3307,0355
A19,76,3494,6975
A19,76,3529,9258
A19,76,3529,2743
A19,76,3558,3143
A19,76,3577,9186
A19,76,3778,9207
A19,76,3961,2703
A19,76,3970,0180
A19,76,3973,0673
A19,76,4031,9920
A19,76,4109,1468
A19,76,4127,7427
A19,76,4154,9834
A19,76,4273,8022
A19,76,4367,7989
A19,76,4411,4153
A19,76,4446,0140
A19,76,4454,9402
A19,76,5039,3592
A19,76,5185,2226
A19,76,5341,1516
A19,76,5748,7817
A19,76,5862,4807
A19,76,5972,9643
A19,76,6302,4543
A19,76,6302,7814
A19,76,6305,4241
A19,76,6596,8790
A19,76,6768,0578
A19,76,6791,4742
A19,76,6886,1562
A19,76,6917,0199
A19,76,6920,1072
A19,76,6920,5678
A19,76,7420,2617
A19,76,7477,0918
A19,76,7779,8187
A19,76,7800,7923
A19,76,7869,1410
A19,76,8123,1732
A19,76,8167,0886
A19,76,8351,4007
A19,76,8534,4465
A19,76,8739,5198
A19,76,8903,3586
A19,76,8964,5004
A19,76,9091,8222
A19,76,9144,7994
A19,76,9585,7419
A19,76,9585,7160
A19,76,9654,8352
A19,76,9745,6010
A19,76,9824,1715
A19,77,0298,1806
A19,77,0363,2948
A19,77,0601,3629
A19,77,0739,4263
A19,77,0739,3051
A19,77,0745,3995
A19,77,0922,2626
A19,77,0922,9100
A19,77,1004,1841
A19,77,1217,5926
A19,77,1217,3863
A19,77,1388,7357
A19,77,1411,5278
A19,77,1458,8874
A19,77,1458,2529
A19,77,1500,2288
A19,77,1500,6565
A19,77,1500,0148
A19,77,1683,5231
A19,77,1683,5168
A19,77,1699,4152
A19,77,1720,0556
A19,77,1755,9925
A19,77,1798,4230
A19,77,1899,6901
A19,77,2283,8884
A19,77,2283,2780
A19,77,2528,9558
A19,77,2528,3219
A19,77,2542,0528
A19,77,2542,2537
A19,77,2553,4507
A19,77,2560,5350
A19,77,2695,0484
A19,77,2871,1127
A19,77,2896,4290
A19,77,2905,6616
A19,77,3025,5855
A19,77,3025,0224
A19,77,3046,3808
A19,77,3264,2281
A19,77,3496,9144
A19,77,3787,0228
A19,77,3821,1562
A19,77,3988,5357
A19,77,4333,9297
A19,77,4333,6433
A19,77,4352,1391
A19,77,4352,0252
A19,77,4541,4352
A19,77,4592,5974
A19,77,4592,4036
A19,77,4702,6074
A19,77,4717,0242
A19,77,4748,9989
A19,77,4795,4185
A19,77,4825,8013
A19,77,4904,7720
A19,77,5064,2487
A19,77,5067,2540
A19,77,5200,9301
A19,77,5347,0948
A19,77,5347,0948
A19,77,5408,4415
A19,77,5521,0687
A19,77,5521,0614
A19,77,5527,0208
A19,77,5527,8835
A19,77,5768,7910
A19,77,5934,4002
A19,77,6072,5873
A19,77,6110,9123
A19,77,6299,8192
A19,77,6397,6686
A19,77,6671,7706
A19,77,6671,1512
A19,77,6714,9026
A19,77,6714,3282
A19,77,6899,7564
A19,77,6921,8048
A19,77,6961,7096
A19,77,7040,9836
A19,77,7165,2735
A19,77,7201,7921
A19,77,7221,4828
A19,77,7255,0438
A19,77,7408,5988
A19,77,7423,3696
A19,77,7423,9079
A19,77,7464,4724
A19,77,7909,2883
A19,77,7916,3926
A19,77,7979,1915
A19,77,8177,2300
A19,77,8742,1015
A19,77,9010,2748
A19,77,9097,1278
A19,77,9108,1029
A19,77,9108,6446
A19,77,9183,9833
A19,77,9228,4815
A19,77,9530,1553
A19,77,9582,7730
A19,77,9600,1653
A19,77,9671,5730
A19,77,9674,3317
A19,77,9890,7081
A19,77,9918,3301
A19,77,9974,2560
A19,77,9974,4871
A19,78,0000,4862
A19,78,0229,2634
A19,78,0447,0334
A19,78,0518,7797
A19,78,0680,5516
A19,78,0680,9477
A19,78,0993,9628
A19,78,1199,7933
A19,78,1315,6892
A19,78,1337,7616
A19,78,1711,5514
A19,78,1827,4874
A19,78,1994,3649
A19,78,2002,2721
A19,78,2126,6583
A19,78,2162,3296
A19,78,2408,1247
A19,78,2444,9168
A19,78,2444,9934
A19,78,2534,8072
A19,78,2615,0683
A19,78,2867,4331
A19,78,2867,4869
A19,78,2881,4017
A19,78,3131,1574
A19,78,3220,9695
A19,78,3368,2816
A19,78,3600,2789
A19,78,3864,2721
A19,78,3873,0526
A19,78,3880,9974
A19,78,3880,2369
A19,78,4053,1739
A19,78,4053,3743
A19,78,4089,5169
A19,78,4263,1226
A19,78,4403,4738
A19,78,4408,8755
A19,78,4588,9658
A19,78,4985,9576
A19,78,4985,3392
A19,78,5132,2434
A19,78,5132,1070
A19,78,5154,0803
A19,78,5215,7598
A19,78,5287,8874
A19,78,5394,0102
A19,78,5394,1799
A19,78,5621,7589
A19,78,5697,8480
A19,78,5780,0353
A19,78,5780,0353
A19,78,6179,0864
A19,78,6341,9859
A19,78,6537,3450
A19,78,6574,8391
A19,78,6635,1798
A19,78,6963,7315
A19,78,7156,3691
A19,78,7234,2297
A19,78,7436,5474
A19,78,7546,3535
A19,78,7694,5057
A19,78,7866,6344
A19,78,7901,0791
A19,78,7929,8272
A19,78,7980,0881
A19,78,8086,3637
A19,78,8357,8473
A19,78,8512,1771
A19,78,8601,3746
A19,78,8753,2882
A19,78,8783,7338
A19,78,8783,8932
A19,78,8941,1596
A19,78,8941,3199
A19,78,9268,9567
A19,78,9287,0866
A19,78,9517,3181
A19,78,9564,9243
A19,78,9564,7334
A19,78,9640,0784
A19,78,9722,8172
A19,78,9722,1920
A19,78,9778,4183
A19,78,9820,0152
A19,79,0169,6447
A19,79,0219,4395
A19,79,0287,0944
A19,79,0323,8202
A19,79,0334,0036
A19,79,0426,3904
A19,79,0972,5896
A19,79,0988,4813
A19,79,1084,7738
A19,79,1305,3085
A19,79,1656,8273
A19,79,1849,1706
A19,79,2393,2875
A19,79,2668,0736
A19,79,2668,7646
A19,79,3125,9609
A19,79,3133,6280
A19,79,3651,1350
A19,79,3831,0934
A19,79,3953,2060
A19,79,4069,9336
A19,79,4122,6883
A19,79,4161,7541
A19,79,4233,4531
A19,79,4436,2223
A19,79,4450,5225
A19,79,4532,6248
A19,79,5056,2029
A19,79,5105,7896
A19,79,5560,2010
A19,79,5682,6614
A19,79,5762,9471
A19,79,6213,4038
A19,79,6281,8178
A19,79,6311,0946
A19,79,6496,8991
A19,79,7150,3531
A19,79,7455,6438
A19,79,7535,9954
A19,79,7535,0477
A19,79,7617,5177
A19,79,7945,9327
A19,79,7945,7348
A19,79,7970,3198
A19,79,8212,4764
A19,79,8361,3712
A19,79,8667,4176
A19,79,9145,9447
A19,79,9389,8503
A19,79,9404,4462
A19,79,9404,0612
A19,79,9472,9291
A19,79,9553,6439
A19,79,9553,1877
A19,79,9606,7994
A19,79,9606,5062
A19,79,9642,7118
A19,79,9655,5384
A19,79,9922,7731
A19,79,9922,5733
A20,80,2065,4757
A20,80,2065,9608
A22,46,6789,0851
A23,80,0151,1684
A23,80,0181,4346
A23,80,0220,0224
A23,80,0224,4448
A23,80,0237,3765
A23,80,0288,6495
A23,80,0332,0448
A23,80,0356,1368
A23,80,0356,6312
A23,80,0526,3313
A23,80,0534,3399
A23,80,0554,0827
A23,80,0638,4055
A23,80,0639,8288
A23,80,0647,1811
A23,80,0660,2502
A23,80,0661,0289
A23,80,0711,3451
A23,80,0808,6251
A23,80,0824,4447
A23,80,0830,4372
A23,80,0879,4523
A23,80,0893,0586
A23,80,0920,0720
A23,80,0958,7484
A23,80,0970,4005
A23,80,1047,6010
A23,80,1062,3661
A23,80,1140,4845
A23,80,1150,2989
A23,80,1176,1999
A23,80,1179,0439
A23,80,1181,3047
A23,80,1219,1174
A23,80,1261,0438
A23,80,1270,6811
A23,80,1282,9427
A23,80,1286,5428
A23,80,1286,0575
A23,80,1338,6554
A23,80,1372,1307
A23,80,1372,7366
A23,80,1401,5027
A23,80,1443,8780
A23,80,1515,8834
A23,80,1538,9956
A23,80,1610,4930
A23,80,1614,0781
A23,80,1614,9213
A23,80,1614,1058
A23,80,1625,8839
A23,80,1658,2993
A23,80,1705,9002
A23,80,1744,5591
A23,80,1747,0561
A23,80,1747,4761
A23,80,1784,8095
A23,80,1784,9611
A23,80,1788,8635
A23,80,1809,7913
A23,80,1837,1730
A23,80,1839,5132
A23,80,1839,8605
A23,80,1839,8677
A23,80,1845,5031
A23,80,1882,2759
A23,80,1893,1272
A23,80,1898,9938
A23,80,1920,2253
A23,80,1925,4214
A23,80,1988,0985
A23,80,2018,0056
A23,80,2028,7147
A23,80,2029,5394
A23,80,2050,3308
A23,80,2050,3887
A23,80,2073,8362
A23,80,2073,7134
A23,80,2097,2686
A23,80,2114,9714
A23,80,2130,2040
A23,80,2130,3355
A23,80,2135,6397
A23,80,2135,3396
A23,80,2148,8331
A23,80,2158,1254
A23,80,2180,6173
A23,80,2189,2342
A23,80,2193,4196
A23,80,2237,6531
A23,80,2238,0615
A23,80,2274,3455
A23,80,2283,9740
A23,80,2283,9740
A23,80,2288,7580
A23,80,2317,4158
A23,80,2318,4045
A23,80,2318,7706
A23,80,2325,8469
A23,80,2325,6148
A23,80,2346,3844
A23,80,2346,7923
A23,80,2347,7500
A23,80,2360,7602
A23,80,2360,0084
A23,80,2378,0975
A23,80,2407,1094
A23,80,2407,0820
A23,80,2433,2263
A23,80,2433,1026
A23,80,2494,2399
A23,80,2511,3883
A23,80,2511,3927
A23,80,2624,5483
A23,80,2636,3896
A23,80,2637,2035
A23,80,2649,2099
A23,80,2658,9463
A23,80,2677,3054
A23,80,2681,6395
A23,80,2684,5280
A23,80,2731,0777
A23,80,2737,8116
A23,80,2763,3573
A23,80,2768,9195
A23,80,2803,5756
A23,80,2873,9034
A23,80,2890,6971
A23,80,2958,5119
A23,80,2958,8795
A23,80,2982,3886
A23,80,3017,5852
A23,80,3076,5742
A23,80,3077,7534
A23,80,3077,8949
A23,80,3084,0103
A23,80,3086,3933
A23,80,3152,4881
A23,80,3165,7030
A23,80,3165,8481
A23,80,3183,8799
A23,80,3192,6148
A23,80,3210,5189
A23,80,3210,1709
A23,80,3218,4458
A23,80,3276,1728
A23,80,3294,0241
A23,80,3308,5250
A23,80,3413,5267
A23,80,3417,6895
A23,80,3430,1031
A23,80,3438,8932
A23,80,3467,2463
A23,80,3467,3858
A23,80,3476,0620
A23,80,3501,6823
A23,80,3527,6348
A23,80,3530,1402
A23,80,3542,1841
A23,80,3644,3411
A23,80,3652,8202
A23,80,3657,3245
A23,80,3660,3941
A23,80,3672,5140
A23,80,3702,4453
A23,80,3724,8061
A23,80,3726,2929
A23,80,3762,3832
A23,80,3769,4858
A23,80,3769,6422
A23,80,3770,5405
A23,80,3771,5064
A23,80,3772,8225
A23,80,3775,2623
A23,80,3778,7655
A23,80,3791,2200
A23,80,3791,2200
A23,80,3792,2116
A23,80,3793,2535
A23,80,3879,4875
A23,80,3882,8025
A23,80,3883,3627
A23,80,3883,8063
A23,80,3884,1174
A23,80,3884,5272
A23,80,3894,5337
A23,80,3894,0757
A23,80,3906,2138
A23,80,3906,6958
A23,80,3908,5302
A23,80,3908,0384
A23,80,3909,3279
A23,80,3909,4079
A23,80,3922,8433
A23,80,3922,0490
A23,80,3924,9267
